engine_id,cycle,op_mode,op1,op2,op3,vibration_index,thermal_index,efficiency_index,fuel_index,overall_HI,HI_smooth,HI_trend,risk,UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,datetime,plant,temperature,humidity,rainfall,temp_gap,humidity_stress,vibration_index_roll_mean_5,vibration_index_roll_std_5,thermal_index_roll_mean_5,thermal_index_roll_std_5,efficiency_index_roll_mean_5,efficiency_index_roll_std_5,fuel_index_roll_mean_5,fuel_index_roll_std_5,Air temperature [K]_roll_mean_5,Air temperature [K]_roll_std_5,Process temperature [K]_roll_mean_5,Process temperature [K]_roll_std_5,Rotational speed [rpm]_roll_mean_5,Rotational speed [rpm]_roll_std_5,Torque [Nm]_roll_mean_5,Torque [Nm]_roll_std_5,Tool wear [min]_roll_mean_5,Tool wear [min]_roll_std_5,vibration_index_roll_mean_10,vibration_index_roll_std_10,thermal_index_roll_mean_10,thermal_index_roll_std_10,efficiency_index_roll_mean_10,efficiency_index_roll_std_10,fuel_index_roll_mean_10,fuel_index_roll_std_10,Air temperature [K]_roll_mean_10,Air temperature [K]_roll_std_10,Process temperature [K]_roll_mean_10,Process temperature [K]_roll_std_10,Rotational speed [rpm]_roll_mean_10,Rotational speed [rpm]_roll_std_10,Torque [Nm]_roll_mean_10,Torque [Nm]_roll_std_10,Tool wear [min]_roll_mean_10,Tool wear [min]_roll_std_10
1,1,2,0.295640293,0.351646031,0.808188,1.1908826795542695,0.9628450352587999,0.41434546960710783,0.972426951650271,2.026973852,2.026973852,-0.064915813,Later,1,M14860,M,298.09133311917617,308.59731162551964,1550.277449416759,42.89860028401856,1.7019312693111734,0,0,0,0,0,0,01-01-2023 00:00,Plant_A,27.49,49.26,0.2,7.96,0.4926,0.9076537371434551,0.283553971923051,1.1754147701246982,0.3314730240636423,0.6247441522759032,0.297045810665763,0.9097623505015697,0.3206382613431083,298.1627361103977,0.05533034217992831,308.62181961,0.08336612616450978,1459.6709688935857,63.17471567960938,43.488598700122864,4.17463695010976,4.7459467771386965,3.163385514448845,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,2,2,0.222863909,0.170596255,0.787128465,1.0003787809380746,1.7276120022925128,1.0832263428709086,1.054896521069272,2.335902898,2.181438375,-0.064915813,Later,2,L47181,L,298.2130613076699,308.71218020154237,1409.8356991867743,45.77998771368109,2.7420294993748207,0,0,0,0,0,0,01-01-2023 01:00,Plant_A,39.01,67.1,2.0,-3.46,0.671,0.9076537371434551,0.283553971923051,1.1754147701246982,0.3314730240636423,0.6247441522759032,0.297045810665763,0.9097623505015697,0.3206382613431083,298.1627361103977,0.05533034217992831,308.62181961,0.08336612616450978,1459.6709688935857,63.17471567960938,43.488598700122864,4.17463695010976,4.7459467771386965,3.163385514448845,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,3,2,0.30451711,0.376601486,0.740109304,0.5376462758826608,0.8879802184065418,0.34229018856656407,1.1033554279454856,1.721810502,2.028229084,-0.064915813,Later,3,L47182,L,298.1154508643977,308.5076202074795,1501.0908653962224,49.3819944948519,3.007524717204624,0,0,0,0,0,0,01-01-2023 02:00,Plant_A,34.64,83.65,0.0,0.71,0.8365,0.9076537371434551,0.283553971923051,1.1754147701246982,0.3314730240636423,0.6247441522759032,0.297045810665763,0.9097623505015697,0.3206382613431083,298.1627361103977,0.05533034217992831,308.62181961,0.08336612616450978,1459.6709688935857,63.17471567960938,43.488598700122864,4.17463695010976,4.7459467771386965,3.163385514448845,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,4,2,0.298617852,0.351775625,0.786298454,0.6857379588828876,1.0973129417092948,0.7370619824767584,0.3428637423398661,1.497931991,1.895654811,-0.064915813,Later,4,L47183,L,298.19232811393266,308.59688213160206,1428.0039224807385,39.171922944314524,7.5488278840882845,0,0,0,0,0,0,01-01-2023 03:00,Plant_A,31.97,76.61,2.0,3.48,0.7661,0.9076537371434551,0.283553971923051,1.1754147701246982,0.3314730240636423,0.6247441522759032,0.297045810665763,0.9097623505015697,0.3206382613431083,298.1627361103977,0.05533034217992831,308.62181961,0.08336612616450978,1459.6709688935857,63.17471567960938,43.488598700122864,4.17463695010976,4.7459467771386965,3.163385514448845,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,5,2,0.253235562,0.381229359,0.845180705,1.123622990459383,1.2013236529563418,0.5467967778581772,1.0752691095029536,1.643813607,1.84528657,-0.064915813,Later,5,L47184,L,298.201507146812,308.6951038838563,1409.1469079874337,40.210488063748215,8.729420515714581,0,0,0,0,0,0,01-01-2023 04:00,Plant_A,23.12,80.33,0.2,12.43,0.8033,0.9076537371434551,0.283553971923051,1.1754147701246982,0.3314730240636423,0.6247441522759032,0.297045810665763,0.9097623505015697,0.3206382613431083,298.1627361103977,0.05533034217992831,308.62181961,0.08336612616450978,1459.6709688935857,63.17471567960938,43.488598700122864,4.17463695010976,4.7459467771386965,3.163385514448845,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,6,2,0.277074684,0.367214631,0.806415997,1.3098947071121032,1.3668754621457904,1.0980120006094782,1.208860535788153,1.812151568,1.83976407,-0.059345103,Later,6,M14865,M,298.1049308918874,308.60787082178615,1425.2387062341097,42.02371494502284,9.779981626468022,0,0,0,0,0,0,01-01-2023 05:00,Plant_A,23.12,72.94,1.0,12.33,0.7294,0.9314561426550219,0.3163691718289089,1.2562208555020962,0.31556324642047767,0.7614774584763773,0.33135318016102006,0.9570490673291461,0.3484208241521559,298.16545566493994,0.05111717742131544,308.6239314492533,0.08272132740547367,1434.6632202570559,38.122459733448224,43.313621632323716,4.223596692232797,6.361556848570066,3.2807212846382745,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,7,2,0.28198681,0.34497827,0.773774703,1.130020189053112,0.7853373228574391,0.5150027879287775,0.22891942400205198,1.281852065,1.760062355,-0.059536629,Later,7,L47186,L,298.0921616372238,308.59768285752784,1556.2669552797993,42.38068067557427,13.816723328086299,0,0,0,0,0,0,01-01-2023 06:00,Plant_A,21.16,74.61,0.0,14.29,0.7461,0.9573844242780293,0.328509430248705,1.0677659196150817,0.23466253626663436,0.647832747487951,0.28802410356838776,0.791853647915702,0.4662990733219847,298.1412757308507,0.051561212472220355,308.60103198045033,0.06642757326707445,1463.9494714756609,62.641694903043,42.63376022470235,3.994728889055088,8.576495614312362,3.9051660949217166,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,8,2,0.248207591,0.302151574,0.818216189,1.1362767319010778,0.8932083113137831,0.9493559128543957,0.5295942857027571,1.814832656,1.766908642,-0.054084522,Later,8,L47187,L,298.09952836918933,308.5954587831883,1525.840587363614,40.20699027290144,18.413726682016446,0,0,0,0,0,0,01-01-2023 07:00,Plant_A,37.32,82.46,1.0,-1.87,0.8246,1.0771105154817127,0.23228454693709097,1.06881153819653,0.23367071777080448,0.7692458923455174,0.25282688848540347,0.6771014194671564,0.44035370657031137,298.138091231809,0.05398946155051675,308.61859969559214,0.04304842645861624,1468.899415869139,67.12757461972089,40.798759380312255,1.3551606664696823,11.657736007274726,4.452211679215164,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,9,2,0.268751197,0.307982095,0.793230125,1.5514028838304197,0.5822772724656987,0.7728711993329732,1.1064632783294197,1.684805851,1.75778611,-0.048542739,Later,9,M14868,M,298.28933935675747,308.70979484765684,1659.9881254718284,28.268211915063546,19.723276978792917,0,0,0,0,0,0,01-01-2023 08:00,Plant_A,32.02,52.48,2.0,3.53,0.5248,1.2502435004712191,0.18556000588847252,0.9658044043478107,0.3167250112414133,0.7764077357167605,0.2521936859631821,0.829821326665067,0.42768723336170755,298.157493480374,0.0861852184326,308.6411822388031,0.05636425056567503,1515.2962564673571,102.59576571180062,38.618017174462054,5.872301122116977,14.092625826215652,4.945076804072405,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
1,10,2,0.258276739,0.352653714,0.76128913,0.24568648632475812,0.7556234749075803,1.2370344528995678,0.9194965210037052,1.730239819,1.755031481,-0.043223935,Later,10,M14869,M,298.49842955215126,309.0033739252582,1738.2223734873253,27.880936829932054,20.589747057912138,0,0,0,0,0,0,01-01-2023 09:00,Plant_A,34.16,64.47,0.0,1.69,0.6447,1.0746561996442943,0.4941350026050802,0.8766643687380584,0.29590366163507753,0.9144552707250385,0.2822130365359429,0.7986668089652174,0.41067307095682987,298.2168779614418,0.17774925228548386,308.70283624708344,0.17462596113842022,1581.1113495673353,121.31962087401304,36.15210692769883,7.4209340035718245,16.464691134655165,4.558790474236642,0.9911549683938746,0.3898737088076378,1.0260395694313782,0.33547029615575447,0.7695997115004708,0.31293467136524994,0.8542145797333935,0.3522468534293841,298.1898070359198,0.12734612671396972,308.6623279285417,0.1358863037377704,1520.3911592304605,111.40885441886674,39.820352813910844,6.868217457725719,10.60531895589693,7.199388379084883
