air_temperature_k,process_temperature_k,rotational_speed_rpm,torque_nm,tool_wear_min,temperature,humidity,rainfall
0.06250276456936273,-0.7004557613137872,-0.21862062319228467,-0.08181305522466095,-0.53089156737027,0.06250276456936273,-0.34436696521886057,0.0
0.8017073451629393,1.0220533701980568,0.25283410300453873,-0.273624131593777,0.8471269313146671,0.8017073451629393,-0.8907551122556202,0.0
-0.5571612800333312,-0.6274098426330532,0.11894864200086348,1.9052554046114334,-0.6373195169771191,-0.5571612800333312,-0.03623575518579684,0.0
0.21297947629294026,0.6140167253981581,-0.4442989545987659,0.43881102423943275,0.6554072088325567,0.21297947629294026,0.07743838391737724,0.0
-0.5502453871080807,0.09767352087421305,-0.4954013919422615,-0.8194107461730169,0.7350767649244494,-0.5502453871080807,-0.9353992555879836,0.0
0.7957229887901992,0.5330760216116696,-0.5371737830673254,-0.3161024582630535,0.43597689559410063,0.7957229887901992,0.7917470923856403,0.0
-0.7492441707959943,-1.3113710302886268,0.7777003221434132,0.16924373876334392,-0.36210471426273977,-0.7492441707959943,0.025992146063644632,0.0
-0.3376853716100389,-0.17789340907662474,-0.45744375758919503,0.36355371762585736,-0.25132968563846175,-0.3376853716100389,-0.3409106463826444,0.0
-0.21902350959962635,0.6045504249269995,2.2160368945838695,0.9345723499706409,0.6939957123468523,-0.21902350959962635,0.8424178279215875,0.0
-0.5043495960806044,0.0523706235962052,1.669761537403082,0.8082938398280978,-0.2462980180048916,-0.5043495960806044,-0.05881938951612104,0.0
-0.15704045860454705,-0.9192387559762624,-0.07561637189264522,-0.6738770811109599,-0.5336222604133418,-0.15704045860454705,0.44353796800005113,0.0
-0.535871220589806,-0.3804608395835542,-0.43628852966880277,0.18155044394000122,0.24484563940428064,-0.535871220589806,-0.6559920711901956,0.0
0.27008734051019667,-0.36693914584259196,0.6024180772788263,-0.38114984094238563,-0.6801015541296549,0.27008734051019667,0.4393460794434711,0.0
0.9616535006094902,-0.08362984443576031,-0.05461652105458211,-0.7335850811968929,0.012666384993151448,0.9616535006094902,0.4383659137223086,0.0
0.029412280068809426,0.05540217128658804,0.43358334749981375,-0.33946692617184576,0.2875332484436417,0.029412280068809426,0.6371380535966376,0.0
-0.6824527675175581,-0.6477328455936419,-0.54105241139262,-0.17907487952905735,-0.15800906313787116,-0.6824527675175581,-0.09534801782655049,0.0
-0.631624529019461,-0.3515097687729997,0.028576030373275083,0.5183945705909313,0.04213891758902551,-0.631624529019461,0.6132545391417298,0.0
-0.964408352705648,-0.6843679235643864,-0.06537622681250002,-0.14881877332360782,0.2048081995844564,-0.964408352705648,-0.33243937565149717,0.0
-0.7753716388110796,-0.8328173315259316,-0.143307852692148,-0.6355733267036663,0.17781380261280624,-0.7753716388110796,0.5352148922043364,0.0
-0.7179363453708669,0.3292472290358813,0.9610465825485361,0.8288239262845993,0.9831246396024049,-0.7179363453708669,0.5933462230943546,0.0
-0.4430927772889747,0.06639405123216827,1.9773245297799362,1.0130779079196564,0.22941710482847621,-0.4430927772889747,-0.5381814199436546,0.0
-0.7919681938849505,-0.8796263005782986,-0.278279286892258,-0.04039555677607475,-0.40782151477631684,-0.7919681938849505,-0.15123455421768842,0.0
-0.5064120984318262,-1.172340737316188,0.5322886508917024,-0.5470112560705744,-0.7232015479104605,-0.5064120984318262,-0.28228120784202837,0.0
-0.11455029495418016,-0.6423071748120178,-0.23660583628858378,-0.1354752061022883,-0.952511110177178,-0.11455029495418016,0.29632545301377583,0.0
-0.3346718405150181,0.6553336893592147,0.07835070418328144,0.8256763589019432,0.8206299966043442,-0.3346718405150181,-0.6166545543058223,0.0
-0.4683380390237005,-0.06380448439942744,-0.0018116357653624239,-0.5787398077174396,0.5389301747509141,-0.4683380390237005,0.08036305696575476,0.0
